id_receta,nombre_receta,ingrediente,ingrediente_original,ingrediente_homologado,cantidad,unidad,cadena,producto_profeco,precio_kg_litro_mxn,unidad_precio,costo_ingrediente_mxn,tipo_conversion,ingredientes_requeridos,precio_total_receta_mxn,ingredientes_con_precio
100870,"""leftovers"" Spaghetti Sauce",browned ground beef,1   lb   browned ground beef,beef,453.5924,gramos,Walmart,Carne Res,228.5,kg,103.65,directa,6,162.68,6
100870,"""leftovers"" Spaghetti Sauce",clove garlic,"1 -3   clove    garlic, chopped fine",garlic,6.0,gramos,Walmart,Ajo,603.9,kg,3.62,peso_por_diente_aproximado,6,162.68,6
100870,"""leftovers"" Spaghetti Sauce",granulated sugar,1 -3   teaspoon    granulated sugar,sugar,8.3333,gramos,Walmart,Azúcar,26.9,kg,0.22,densidad_aproximada,6,162.68,6
100870,"""leftovers"" Spaghetti Sauce",stewed tomatoes,"1 (24   ounce) can   stewed tomatoes, undrained",tomato,680.3886,gramos,Walmart,Jitomate,18.5,kg,12.59,directa,6,162.68,6
100870,"""leftovers"" Spaghetti Sauce",white onion,"1/2  small    white onion, chopped",onion,55.0,gramos,Walmart,Cebolla,37.5,kg,2.06,peso_por_pieza_aproximado,6,162.68,6
101312,Vidalia Onions in Soy,butter margarine,1   tablespoon    butter or 1   tablespoon    margarine,butter,14.1875,gramos,Chedraui,Mantequilla,273.7,kg,3.88,densidad_aproximada,3,9.54,3
101312,Vidalia Onions in Soy,soy sauce,1   tablespoon    soy sauce,soy sauce,0.0148,litros,Chedraui,Salsa de Soya,178.57,litro,2.64,volumen,3,9.54,3
101312,Vidalia Onions in Soy,vidalia onion,1   large    vidalia onion,onion,110.0,gramos,Chedraui,Cebolla,27.5,kg,3.02,peso_por_pieza_aproximado,3,9.54,3
101312,Vidalia Onions in Soy,butter margarine,1   tablespoon    butter or 1   tablespoon    margarine,butter,14.1875,gramos,Soriana,Mantequilla,288.8,kg,4.1,densidad_aproximada,3,9.61,3
101312,Vidalia Onions in Soy,soy sauce,1   tablespoon    soy sauce,soy sauce,0.0148,litros,Soriana,Salsa de Soya,192.86,litro,2.85,volumen,3,9.61,3
101312,Vidalia Onions in Soy,vidalia onion,1   large    vidalia onion,onion,110.0,gramos,Soriana,Cebolla,24.2,kg,2.66,peso_por_pieza_aproximado,3,9.61,3
101312,Vidalia Onions in Soy,butter margarine,1   tablespoon    butter or 1   tablespoon    margarine,butter,14.1875,gramos,Walmart,Mantequilla,288.9,kg,4.1,densidad_aproximada,3,9.7,3
101312,Vidalia Onions in Soy,soy sauce,1   tablespoon    soy sauce,soy sauce,0.0148,litros,Walmart,Salsa de Soya,100.0,litro,1.48,volumen,3,9.7,3
101312,Vidalia Onions in Soy,vidalia onion,1   large    vidalia onion,onion,110.0,gramos,Walmart,Cebolla,37.5,kg,4.12,peso_por_pieza_aproximado,3,9.7,3
101442,Creamy Mushroom Sauce for Steaks,fresh mushrooms,"1   lb    fresh mushrooms, sliced",mushrooms,453.5924,gramos,Chedraui,Champiñones,108.1,kg,49.03,directa,3,133.22,3
101442,Creamy Mushroom Sauce for Steaks,unsalted butter,1/2  cup    unsalted butter,butter,113.5,gramos,Chedraui,Mantequilla,273.7,kg,31.06,densidad_aproximada,3,133.22,3
101442,Creamy Mushroom Sauce for Steaks,whipping cream,2   cups    whipping cream,cream,0.4732,litros,Chedraui,Crema,112.28,litro,53.13,volumen,3,133.22,3
101442,Creamy Mushroom Sauce for Steaks,fresh mushrooms,"1   lb    fresh mushrooms, sliced",mushrooms,453.5924,gramos,Soriana,Champiñones,111.3,kg,50.48,directa,3,137.43,3
101442,Creamy Mushroom Sauce for Steaks,unsalted butter,1/2  cup    unsalted butter,butter,113.5,gramos,Soriana,Mantequilla,288.8,kg,32.78,densidad_aproximada,3,137.43,3
101442,Creamy Mushroom Sauce for Steaks,whipping cream,2   cups    whipping cream,cream,0.4732,litros,Soriana,Crema,114.47,litro,54.17,volumen,3,137.43,3
101442,Creamy Mushroom Sauce for Steaks,fresh mushrooms,"1   lb    fresh mushrooms, sliced",mushrooms,453.5924,gramos,Walmart,Champiñones,108.8,kg,49.35,directa,3,128.96,3
101442,Creamy Mushroom Sauce for Steaks,unsalted butter,1/2  cup    unsalted butter,butter,113.5,gramos,Walmart,Mantequilla,288.9,kg,32.79,densidad_aproximada,3,128.96,3
101442,Creamy Mushroom Sauce for Steaks,whipping cream,2   cups    whipping cream,cream,0.4732,litros,Walmart,Crema,98.94,litro,46.82,volumen,3,128.96,3
102141,Green Bean Casserole,French - fried onions,1 (8   ounce) can   French-fried onions,onion,226.7962,gramos,Chedraui,Cebolla,27.5,kg,6.24,directa,3,58.66,3
102141,Green Bean Casserole,French style green beans,2 (14 1/2  ounce) cans   French style green beans,green beans,411.0681,gramos,Chedraui,Ejote,47.4,kg,19.48,directa,3,58.66,3
102141,Green Bean Casserole,cream mushroom soup,1 (10 3/4  ounce) can   cream of mushroom soup,mushrooms,304.7574,gramos,Chedraui,Champiñones,108.1,kg,32.94,directa,3,58.66,3
102141,Green Bean Casserole,French - fried onions,1 (8   ounce) can   French-fried onions,onion,226.7962,gramos,Soriana,Cebolla,24.2,kg,5.49,directa,3,65.6,3
102141,Green Bean Casserole,French style green beans,2 (14 1/2  ounce) cans   French style green beans,green beans,411.0681,gramos,Soriana,Ejote,63.7,kg,26.19,directa,3,65.6,3
102141,Green Bean Casserole,cream mushroom soup,1 (10 3/4  ounce) can   cream of mushroom soup,mushrooms,304.7574,gramos,Soriana,Champiñones,111.3,kg,33.92,directa,3,65.6,3
102141,Green Bean Casserole,French - fried onions,1 (8   ounce) can   French-fried onions,onion,226.7962,gramos,Walmart,Cebolla,37.5,kg,8.5,directa,3,69.53,3
102141,Green Bean Casserole,French style green beans,2 (14 1/2  ounce) cans   French style green beans,green beans,411.0681,gramos,Walmart,Ejote,67.8,kg,27.87,directa,3,69.53,3
102141,Green Bean Casserole,cream mushroom soup,1 (10 3/4  ounce) can   cream of mushroom soup,mushrooms,304.7574,gramos,Walmart,Champiñones,108.8,kg,33.16,directa,3,69.53,3
102147,Souper Easy Beef Tips,French onion soup,"1 (10 3/4  ounce) can   French onion soup, undiluted",onion,304.7574,gramos,Chedraui,Cebolla,27.5,kg,8.38,directa,3,189.83,3
102147,Souper Easy Beef Tips,condensed golden mushroom soup,"1 (10 3/4  ounce) can   condensed golden mushroom soup, undiluted",mushrooms,304.7574,gramos,Chedraui,Champiñones,108.1,kg,32.94,directa,3,189.83,3
102147,Souper Easy Beef Tips,lean beef london,2   lbs    lean beef (I use london broil when it's on sale),beef,907.1847,gramos,Chedraui,Carne Res,163.7,kg,148.51,directa,3,189.83,3
102147,Souper Easy Beef Tips,French onion soup,"1 (10 3/4  ounce) can   French onion soup, undiluted",onion,304.7574,gramos,Soriana,Cebolla,24.2,kg,7.38,directa,3,227.73,3
102147,Souper Easy Beef Tips,condensed golden mushroom soup,"1 (10 3/4  ounce) can   condensed golden mushroom soup, undiluted",mushrooms,304.7574,gramos,Soriana,Champiñones,111.3,kg,33.92,directa,3,227.73,3
102147,Souper Easy Beef Tips,lean beef london,2   lbs    lean beef (I use london broil when it's on sale),beef,907.1847,gramos,Soriana,Carne Res,205.5,kg,186.43,directa,3,227.73,3
102147,Souper Easy Beef Tips,French onion soup,"1 (10 3/4  ounce) can   French onion soup, undiluted",onion,304.7574,gramos,Walmart,Cebolla,37.5,kg,11.43,directa,3,251.88,3
102147,Souper Easy Beef Tips,condensed golden mushroom soup,"1 (10 3/4  ounce) can   condensed golden mushroom soup, undiluted",mushrooms,304.7574,gramos,Walmart,Champiñones,108.8,kg,33.16,directa,3,251.88,3
102147,Souper Easy Beef Tips,lean beef london,2   lbs    lean beef (I use london broil when it's on sale),beef,907.1847,gramos,Walmart,Carne Res,228.5,kg,207.29,directa,3,251.88,3
102218,Nut Pie Crust,melted butter margarine,3   tablespoons   melted butter or 3   tablespoons    margarine,butter,42.5626,gramos,Chedraui,Mantequilla,273.7,kg,11.65,densidad_aproximada,3,142.3,3
102218,Nut Pie Crust,pecans almonds,2   cups    pecans or 2   cups    almonds,almonds,286.0,gramos,Chedraui,Almendras,455.6,kg,130.3,densidad_aproximada,3,142.3,3
102218,Nut Pie Crust,sugar sugar substitute,1   tablespoon    sugar (or equivalent amount of sugar substitute),sugar,12.5,gramos,Chedraui,Azúcar,28.2,kg,0.35,densidad_aproximada,3,142.3,3
102218,Nut Pie Crust,melted butter margarine,3   tablespoons   melted butter or 3   tablespoons    margarine,butter,42.5626,gramos,Soriana,Mantequilla,288.8,kg,12.29,densidad_aproximada,3,153.11,3
102218,Nut Pie Crust,pecans almonds,2   cups    pecans or 2   cups    almonds,almonds,286.0,gramos,Soriana,Almendras,491.1,kg,140.45,densidad_aproximada,3,153.11,3
102218,Nut Pie Crust,sugar sugar substitute,1   tablespoon    sugar (or equivalent amount of sugar substitute),sugar,12.5,gramos,Soriana,Azúcar,29.4,kg,0.37,densidad_aproximada,3,153.11,3
102218,Nut Pie Crust,melted butter margarine,3   tablespoons   melted butter or 3   tablespoons    margarine,butter,42.5626,gramos,Walmart,Mantequilla,288.9,kg,12.3,densidad_aproximada,3,158.5,3
102218,Nut Pie Crust,pecans almonds,2   cups    pecans or 2   cups    almonds,almonds,286.0,gramos,Walmart,Almendras,510.0,kg,145.86,densidad_aproximada,3,158.5,3
102218,Nut Pie Crust,sugar sugar substitute,1   tablespoon    sugar (or equivalent amount of sugar substitute),sugar,12.5,gramos,Walmart,Azúcar,26.9,kg,0.34,densidad_aproximada,3,158.5,3
102897,Rice & Chicken,boneless skinless chicken breast chicken,1   lb    boneless skinless chicken breast (or any kind of chicken you prefer.),chicken,453.5924,gramos,Chedraui,Carne Pollo,94.0,kg,42.64,directa,6,174.49,6
102897,Rice & Chicken,cream chicken soup,1 (10 3/4  ounce) can   cream of chicken soup,cream,304.7574,gramos,Chedraui,Crema,110.3,kg,33.61,directa,6,174.49,6
102897,Rice & Chicken,cream mushroom soup,2 (10 3/4  ounce) cans   cream of mushroom soup,mushrooms,304.7574,gramos,Chedraui,Champiñones,108.1,kg,32.94,directa,6,174.49,6
102897,Rice & Chicken,sweet peas,1 (15   ounce) can   sweet peas,peas,425.2428,gramos,Chedraui,Chícharos,89.0,kg,37.85,directa,6,174.49,6
102897,Rice & Chicken,water,5   cups    water,water,1.1829,litros,Chedraui,Agua Sin Gas,11.89,litro,14.07,volumen,6,174.49,6
102897,Rice & Chicken,white rice,3   cups    white rice,rice,555.0,gramos,Chedraui,Arroz,24.1,kg,13.38,densidad_aproximada,6,174.49,6
102897,Rice & Chicken,boneless skinless chicken breast chicken,1   lb    boneless skinless chicken breast (or any kind of chicken you prefer.),chicken,453.5924,gramos,Soriana,Carne Pollo,86.3,kg,39.15,directa,6,174.13,6
102897,Rice & Chicken,cream chicken soup,1 (10 3/4  ounce) can   cream of chicken soup,cream,304.7574,gramos,Soriana,Crema,117.6,kg,35.84,directa,6,174.13,6
102897,Rice & Chicken,cream mushroom soup,2 (10 3/4  ounce) cans   cream of mushroom soup,mushrooms,304.7574,gramos,Soriana,Champiñones,111.3,kg,33.92,directa,6,174.13,6
102897,Rice & Chicken,sweet peas,1 (15   ounce) can   sweet peas,peas,425.2428,gramos,Soriana,Chícharos,86.4,kg,36.74,directa,6,174.13,6
102897,Rice & Chicken,water,5   cups    water,water,1.1829,litros,Soriana,Agua Sin Gas,12.11,litro,14.33,volumen,6,174.13,6
102897,Rice & Chicken,white rice,3   cups    white rice,rice,555.0,gramos,Soriana,Arroz,25.5,kg,14.15,densidad_aproximada,6,174.13,6
102897,Rice & Chicken,boneless skinless chicken breast chicken,1   lb    boneless skinless chicken breast (or any kind of chicken you prefer.),chicken,453.5924,gramos,Walmart,Carne Pollo,104.0,kg,47.17,directa,6,176.32,6
102897,Rice & Chicken,cream chicken soup,1 (10 3/4  ounce) can   cream of chicken soup,cream,304.7574,gramos,Walmart,Crema,110.3,kg,33.61,directa,6,176.32,6
102897,Rice & Chicken,cream mushroom soup,2 (10 3/4  ounce) cans   cream of mushroom soup,mushrooms,304.7574,gramos,Walmart,Champiñones,108.8,kg,33.16,directa,6,176.32,6
102897,Rice & Chicken,sweet peas,1 (15   ounce) can   sweet peas,peas,425.2428,gramos,Walmart,Chícharos,79.9,kg,33.98,directa,6,176.32,6
102897,Rice & Chicken,water,5   cups    water,water,1.1829,litros,Walmart,Agua Sin Gas,10.5,litro,12.42,volumen,6,176.32,6
102897,Rice & Chicken,white rice,3   cups    white rice,rice,555.0,gramos,Walmart,Arroz,28.8,kg,15.98,densidad_aproximada,6,176.32,6
103147,Margaret Campbell's Irish Shortbread Cookies,confectioners  sugar,1/2  lb    confectioners' sugar,sugar,226.7962,gramos,Chedraui,Azúcar,28.2,kg,6.4,directa,5,144.06,5
103147,Margaret Campbell's Irish Shortbread Cookies,cornflour cornmeal,4   ounces    cornflour (check near cornmeal in the market),cornmeal,113.3981,gramos,Chedraui,Harina de Maíz,21.6,kg,2.45,directa,5,144.06,5
103147,Margaret Campbell's Irish Shortbread Cookies,flour,1   lb    unbleached flour,flour,453.5924,gramos,Chedraui,Harina de Trigo,19.5,kg,8.85,directa,5,144.06,5
103147,Margaret Campbell's Irish Shortbread Cookies,semolina flour,4   ounces    semolina flour,flour,113.3981,gramos,Chedraui,Harina de Trigo,19.5,kg,2.21,directa,5,144.06,5
103147,Margaret Campbell's Irish Shortbread Cookies,sweet butter,1   lb    sweet butter,butter,453.5924,gramos,Chedraui,Mantequilla,273.7,kg,124.15,directa,5,144.06,5
103147,Margaret Campbell's Irish Shortbread Cookies,confectioners  sugar,1/2  lb    confectioners' sugar,sugar,226.7962,gramos,Soriana,Azúcar,29.4,kg,6.67,directa,5,151.41,5
103147,Margaret Campbell's Irish Shortbread Cookies,cornflour cornmeal,4   ounces    cornflour (check near cornmeal in the market),cornmeal,113.3981,gramos,Soriana,Harina de Maíz,22.1,kg,2.51,directa,5,151.41,5
103147,Margaret Campbell's Irish Shortbread Cookies,flour,1   lb    unbleached flour,flour,453.5924,gramos,Soriana,Harina de Trigo,19.8,kg,8.98,directa,5,151.41,5
103147,Margaret Campbell's Irish Shortbread Cookies,semolina flour,4   ounces    semolina flour,flour,113.3981,gramos,Soriana,Harina de Trigo,19.8,kg,2.25,directa,5,151.41,5
103147,Margaret Campbell's Irish Shortbread Cookies,sweet butter,1   lb    sweet butter,butter,453.5924,gramos,Soriana,Mantequilla,288.8,kg,131.0,directa,5,151.41,5
103147,Margaret Campbell's Irish Shortbread Cookies,confectioners  sugar,1/2  lb    confectioners' sugar,sugar,226.7962,gramos,Walmart,Azúcar,26.9,kg,6.1,directa,5,150.41,5
103147,Margaret Campbell's Irish Shortbread Cookies,cornflour cornmeal,4   ounces    cornflour (check near cornmeal in the market),cornmeal,113.3981,gramos,Walmart,Harina de Maíz,24.5,kg,2.78,directa,5,150.41,5
103147,Margaret Campbell's Irish Shortbread Cookies,flour,1   lb    unbleached flour,flour,453.5924,gramos,Walmart,Harina de Trigo,18.5,kg,8.39,directa,5,150.41,5
103147,Margaret Campbell's Irish Shortbread Cookies,semolina flour,4   ounces    semolina flour,flour,113.3981,gramos,Walmart,Harina de Trigo,18.5,kg,2.1,directa,5,150.41,5
103147,Margaret Campbell's Irish Shortbread Cookies,sweet butter,1   lb    sweet butter,butter,453.5924,gramos,Walmart,Mantequilla,288.9,kg,131.04,directa,5,150.41,5
103798,Sour Cream (From Powdered Milk),powdered milk,2/3  cup    powdered milk,milk,0.1577,litros,Chedraui,Leche Pasteurizada,32.25,litro,5.09,volumen,3,7.28,3
103798,Sour Cream (From Powdered Milk),vinegar,1   teaspoon    vinegar,vinegar,0.0049,litros,Chedraui,Vinagre,16.75,litro,0.08,volumen,3,7.28,3
103798,Sour Cream (From Powdered Milk),water,3/4  cup    water (cold),water,0.1774,litros,Chedraui,Agua Sin Gas,11.89,litro,2.11,volumen,3,7.28,3
103798,Sour Cream (From Powdered Milk),powdered milk,2/3  cup    powdered milk,milk,0.1577,litros,Soriana,Leche Pasteurizada,34.97,litro,5.52,volumen,3,7.76,3
103798,Sour Cream (From Powdered Milk),vinegar,1   teaspoon    vinegar,vinegar,0.0049,litros,Soriana,Vinagre,17.7,litro,0.09,volumen,3,7.76,3
103798,Sour Cream (From Powdered Milk),water,3/4  cup    water (cold),water,0.1774,litros,Soriana,Agua Sin Gas,12.11,litro,2.15,volumen,3,7.76,3
103798,Sour Cream (From Powdered Milk),powdered milk,2/3  cup    powdered milk,milk,0.1577,litros,Walmart,Leche Pasteurizada,34.0,litro,5.36,volumen,3,7.29,3
103798,Sour Cream (From Powdered Milk),vinegar,1   teaspoon    vinegar,vinegar,0.0049,litros,Walmart,Vinagre,14.72,litro,0.07,volumen,3,7.29,3
103798,Sour Cream (From Powdered Milk),water,3/4  cup    water (cold),water,0.1774,litros,Walmart,Agua Sin Gas,10.5,litro,1.86,volumen,3,7.29,3
104316,Three Can Casserole,can mushrooms liquid,"1 (4   ounce) can   mushrooms, and the liquid in the can",mushrooms,113.3981,gramos,Chedraui,Champiñones,108.1,kg,12.26,directa,3,64.68,3
104316,Three Can Casserole,cream mushroom soup,1 (10 3/4  ounce) can   cream of mushroom soup (DO NOT dilute),mushrooms,304.7574,gramos,Chedraui,Champiñones,108.1,kg,32.94,directa,3,64.68,3
104316,Three Can Casserole,green beans,"1 (14 1/2  ounce) can   green beans, drained",green beans,411.0681,gramos,Chedraui,Ejote,47.4,kg,19.48,directa,3,64.68,3
104316,Three Can Casserole,can mushrooms liquid,"1 (4   ounce) can   mushrooms, and the liquid in the can",mushrooms,113.3981,gramos,Soriana,Champiñones,111.3,kg,12.62,directa,3,72.73,3
104316,Three Can Casserole,cream mushroom soup,1 (10 3/4  ounce) can   cream of mushroom soup (DO NOT dilute),mushrooms,304.7574,gramos,Soriana,Champiñones,111.3,kg,33.92,directa,3,72.73,3
104316,Three Can Casserole,green beans,"1 (14 1/2  ounce) can   green beans, drained",green beans,411.0681,gramos,Soriana,Ejote,63.7,kg,26.19,directa,3,72.73,3
104316,Three Can Casserole,can mushrooms liquid,"1 (4   ounce) can   mushrooms, and the liquid in the can",mushrooms,113.3981,gramos,Walmart,Champiñones,108.8,kg,12.34,directa,3,73.37,3
104316,Three Can Casserole,cream mushroom soup,1 (10 3/4  ounce) can   cream of mushroom soup (DO NOT dilute),mushrooms,304.7574,gramos,Walmart,Champiñones,108.8,kg,33.16,directa,3,73.37,3
104316,Three Can Casserole,green beans,"1 (14 1/2  ounce) can   green beans, drained",green beans,411.0681,gramos,Walmart,Ejote,67.8,kg,27.87,directa,3,73.37,3
105268,Strawberry Butter - Dairy Free,frozen strawberries,"1 (10   ounce) package   frozen strawberries, thawed",strawberries,283.4952,gramos,Chedraui,Fresa,144.6,kg,40.99,directa,3,66.05,3
105268,Strawberry Butter - Dairy Free,powdered sugar,1/3  cup    powdered sugar,sugar,66.66,gramos,Chedraui,Azúcar,28.2,kg,1.88,densidad_aproximada,3,66.05,3
105268,Strawberry Butter - Dairy Free,soft margarine,1/2  cup    soft margarine,margarine,113.5,gramos,Chedraui,Margarina,204.2,kg,23.18,densidad_aproximada,3,66.05,3
105268,Strawberry Butter - Dairy Free,frozen strawberries,"1 (10   ounce) package   frozen strawberries, thawed",strawberries,283.4952,gramos,Soriana,Fresa,165.0,kg,46.78,directa,3,72.5,3
105268,Strawberry Butter - Dairy Free,powdered sugar,1/3  cup    powdered sugar,sugar,66.66,gramos,Soriana,Azúcar,29.4,kg,1.96,densidad_aproximada,3,72.5,3
105268,Strawberry Butter - Dairy Free,soft margarine,1/2  cup    soft margarine,margarine,113.5,gramos,Soriana,Margarina,209.3,kg,23.76,densidad_aproximada,3,72.5,3
105268,Strawberry Butter - Dairy Free,frozen strawberries,"1 (10   ounce) package   frozen strawberries, thawed",strawberries,283.4952,gramos,Walmart,Fresa,171.8,kg,48.7,directa,3,74.19,3
105268,Strawberry Butter - Dairy Free,powdered sugar,1/3  cup    powdered sugar,sugar,66.66,gramos,Walmart,Azúcar,26.9,kg,1.79,densidad_aproximada,3,74.19,3
105268,Strawberry Butter - Dairy Free,soft margarine,1/2  cup    soft margarine,margarine,113.5,gramos,Walmart,Margarina,208.8,kg,23.7,densidad_aproximada,3,74.19,3
105341,Hapati,butter,"1   tablespoon    butter, melted",butter,14.1875,gramos,Chedraui,Mantequilla,273.7,kg,3.88,densidad_aproximada,4,9.97,4
105341,Hapati,flour,1   cup    unbleached flour,flour,120.0,gramos,Chedraui,Harina de Trigo,19.5,kg,2.34,densidad_aproximada,4,9.97,4
105341,Hapati,warm water,1/2  cup    warm water,water,0.1183,litros,Chedraui,Agua Sin Gas,11.89,litro,1.41,volumen,4,9.97,4
105341,Hapati,whole wheat flour,1   cup    whole wheat flour,flour,120.0,gramos,Chedraui,Harina de Trigo,19.5,kg,2.34,densidad_aproximada,4,9.97,4
105341,Hapati,butter,"1   tablespoon    butter, melted",butter,14.1875,gramos,Soriana,Mantequilla,288.8,kg,4.1,densidad_aproximada,4,10.29,4
105341,Hapati,flour,1   cup    unbleached flour,flour,120.0,gramos,Soriana,Harina de Trigo,19.8,kg,2.38,densidad_aproximada,4,10.29,4
105341,Hapati,warm water,1/2  cup    warm water,water,0.1183,litros,Soriana,Agua Sin Gas,12.11,litro,1.43,volumen,4,10.29,4
105341,Hapati,whole wheat flour,1   cup    whole wheat flour,flour,120.0,gramos,Soriana,Harina de Trigo,19.8,kg,2.38,densidad_aproximada,4,10.29,4
105341,Hapati,butter,"1   tablespoon    butter, melted",butter,14.1875,gramos,Walmart,Mantequilla,288.9,kg,4.1,densidad_aproximada,4,9.78,4
105341,Hapati,flour,1   cup    unbleached flour,flour,120.0,gramos,Walmart,Harina de Trigo,18.5,kg,2.22,densidad_aproximada,4,9.78,4
105341,Hapati,warm water,1/2  cup    warm water,water,0.1183,litros,Walmart,Agua Sin Gas,10.5,litro,1.24,volumen,4,9.78,4
105341,Hapati,whole wheat flour,1   cup    whole wheat flour,flour,120.0,gramos,Walmart,Harina de Trigo,18.5,kg,2.22,densidad_aproximada,4,9.78,4
105563,Lazy Mom's Pot Roast,boneless beef roast,3 -4   lbs    boneless beef roast,beef,1587.5733,gramos,Chedraui,Carne Res,163.7,kg,259.89,directa,4,273.61,4
105563,Lazy Mom's Pot Roast,chopped onion,1   cup   chopped onion,onion,160.0,gramos,Chedraui,Cebolla,27.5,kg,4.4,densidad_aproximada,4,273.61,4
105563,Lazy Mom's Pot Roast,condensed tomato soup,1 (10 1/2  ounce) can   condensed tomato soup,tomato,297.67,gramos,Chedraui,Jitomate,25.1,kg,7.47,directa,4,273.61,4
105563,Lazy Mom's Pot Roast,fresh garlic clove minced,"1 -2       fresh garlic clove, minced",garlic,4.5,gramos,Chedraui,Ajo,411.1,kg,1.85,peso_por_diente_aproximado,4,273.61,4
105563,Lazy Mom's Pot Roast,boneless beef roast,3 -4   lbs    boneless beef roast,beef,1587.5733,gramos,Soriana,Carne Res,205.5,kg,326.25,directa,4,338.15,4
105563,Lazy Mom's Pot Roast,chopped onion,1   cup   chopped onion,onion,160.0,gramos,Soriana,Cebolla,24.2,kg,3.87,densidad_aproximada,4,338.15,4
105563,Lazy Mom's Pot Roast,condensed tomato soup,1 (10 1/2  ounce) can   condensed tomato soup,tomato,297.67,gramos,Soriana,Jitomate,19.9,kg,5.92,directa,4,338.15,4
105563,Lazy Mom's Pot Roast,fresh garlic clove minced,"1 -2       fresh garlic clove, minced",garlic,4.5,gramos,Soriana,Ajo,469.2,kg,2.11,peso_por_diente_aproximado,4,338.15,4
105563,Lazy Mom's Pot Roast,boneless beef roast,3 -4   lbs    boneless beef roast,beef,1587.5733,gramos,Walmart,Carne Res,228.5,kg,362.76,directa,4,376.99,4
105563,Lazy Mom's Pot Roast,chopped onion,1   cup   chopped onion,onion,160.0,gramos,Walmart,Cebolla,37.5,kg,6.0,densidad_aproximada,4,376.99,4
105563,Lazy Mom's Pot Roast,condensed tomato soup,1 (10 1/2  ounce) can   condensed tomato soup,tomato,297.67,gramos,Walmart,Jitomate,18.5,kg,5.51,directa,4,376.99,4
105563,Lazy Mom's Pot Roast,fresh garlic clove minced,"1 -2       fresh garlic clove, minced",garlic,4.5,gramos,Walmart,Ajo,603.9,kg,2.72,peso_por_diente_aproximado,4,376.99,4
105794,Injection Marinade for Turkey Fry,butter,"1/2-1   cup    real butter, melted",butter,170.25,gramos,Chedraui,Mantequilla,273.7,kg,46.6,densidad_aproximada,2,116.89,2
105794,Injection Marinade for Turkey Fry,red hot sauce,1   cup   frank red hot sauce,hot sauce,0.2366,litros,Chedraui,Salsa Picante y Similares,297.11,litro,70.29,volumen,2,116.89,2
105794,Injection Marinade for Turkey Fry,butter,"1/2-1   cup    real butter, melted",butter,170.25,gramos,Soriana,Mantequilla,288.8,kg,49.17,densidad_aproximada,2,185.24,2
105794,Injection Marinade for Turkey Fry,red hot sauce,1   cup   frank red hot sauce,hot sauce,0.2366,litros,Soriana,Salsa Picante y Similares,575.15,litro,136.07,volumen,2,185.24,2
105794,Injection Marinade for Turkey Fry,butter,"1/2-1   cup    real butter, melted",butter,170.25,gramos,Walmart,Mantequilla,288.9,kg,49.19,densidad_aproximada,2,254.23,2
105794,Injection Marinade for Turkey Fry,red hot sauce,1   cup   frank red hot sauce,hot sauce,0.2366,litros,Walmart,Salsa Picante y Similares,866.66,litro,205.04,volumen,2,254.23,2
105855,Butter Mint Pats,butter margarine,"1   cup    butter, softened  (do not use margarine)",butter,227.0,gramos,Chedraui,Mantequilla,273.7,kg,62.13,densidad_aproximada,4,74.92,4
105855,Butter Mint Pats,butter mints crushed yellow mints Richardson Butter Mints real butter,"1   cup    butter mints, crushed  (yellow mints ""Richardson Butter Mints""(made with real butter, comes in a 5.5 ounce box)",butter,28.3495,gramos,Chedraui,Mantequilla,273.7,kg,7.76,directa,4,74.92,4
105855,Butter Mint Pats,flour,2   cups    flour,flour,240.0,gramos,Chedraui,Harina de Trigo,19.5,kg,4.68,densidad_aproximada,4,74.92,4
105855,Butter Mint Pats,granulated sugar,1   tablespoon    granulated sugar,sugar,12.5,gramos,Chedraui,Azúcar,28.2,kg,0.35,densidad_aproximada,4,74.92,4
105855,Butter Mint Pats,butter margarine,"1   cup    butter, softened  (do not use margarine)",butter,227.0,gramos,Soriana,Mantequilla,288.8,kg,65.56,densidad_aproximada,4,78.87,4
105855,Butter Mint Pats,butter mints crushed yellow mints Richardson Butter Mints real butter,"1   cup    butter mints, crushed  (yellow mints ""Richardson Butter Mints""(made with real butter, comes in a 5.5 ounce box)",butter,28.3495,gramos,Soriana,Mantequilla,288.8,kg,8.19,directa,4,78.87,4
105855,Butter Mint Pats,flour,2   cups    flour,flour,240.0,gramos,Soriana,Harina de Trigo,19.8,kg,4.75,densidad_aproximada,4,78.87,4
105855,Butter Mint Pats,granulated sugar,1   tablespoon    granulated sugar,sugar,12.5,gramos,Soriana,Azúcar,29.4,kg,0.37,densidad_aproximada,4,78.87,4
105855,Butter Mint Pats,butter margarine,"1   cup    butter, softened  (do not use margarine)",butter,227.0,gramos,Walmart,Mantequilla,288.9,kg,65.58,densidad_aproximada,4,78.55,4
105855,Butter Mint Pats,butter mints crushed yellow mints Richardson Butter Mints real butter,"1   cup    butter mints, crushed  (yellow mints ""Richardson Butter Mints""(made with real butter, comes in a 5.5 ounce box)",butter,28.3495,gramos,Walmart,Mantequilla,288.9,kg,8.19,directa,4,78.55,4
105855,Butter Mint Pats,flour,2   cups    flour,flour,240.0,gramos,Walmart,Harina de Trigo,18.5,kg,4.44,densidad_aproximada,4,78.55,4
